split_label,unit,consensus,lo,hi,q25,q75,n_methods
Field,Biohub_OPS0001,0.720048724176983,0.6518622175604105,0.737651098271211,0.7163165058692297,0.7251829268597066,10
Field,Biohub_OPS0002,0.7590112266441187,0.6753644394377867,0.7762558954457442,0.744832213781774,0.767090785379211,10
Field,Biohub_OPS0003,0.8520079327126344,0.8082270820935568,0.8635219211379687,0.8498231254518033,0.8574985389908154,10
Field,Biohub_OPS0004,0.8520079327126344,0.8082270820935568,0.8635219211379687,0.8498231254518033,0.8574985389908154,10
Field,Biohub_OPS0005,0.720048724176983,0.6518622175604105,0.737651098271211,0.7163165058692297,0.7251829268597066,10
Field,Biohub_OPS0006,0.720048724176983,0.6518622175604105,0.737651098271211,0.7163165058692297,0.7251829268597066,10
Field,Biohub_OPS0007,0.720048724176983,0.6518622175604105,0.737651098271211,0.7163165058692297,0.7251829268597066,10
Field,Biohub_OPS0008,0.720048724176983,0.6518622175604105,0.737651098271211,0.7163165058692297,0.7251829268597066,10
Field,Biohub_OPS0009,0.720048724176983,0.6518622175604105,0.737651098271211,0.7163165058692297,0.7251829268597066,10
Field,Biohub_OPS0011,0.7192328711350758,0.4986320300648609,0.7377426361044248,0.7020529748251041,0.731529771288236,10
Field,Biohub_OPS0012,0.7192328711350758,0.4986320300648609,0.7377426361044248,0.7020529748251041,0.731529771288236,10
Field,Biohub_OPS0013,0.8104528615872065,0.673032924781243,0.8342737483481566,0.791038721241057,0.8177344100549817,10
Field,Biohub_OPS0014,0.8766107083608707,0.767197276155154,0.8929057759543261,0.8387734473372499,0.8836001809686422,10
Field,Biohub_OPS0015,0.7712798667450746,0.7085947381953399,0.7800343515972297,0.7659992368891835,0.7767434832329552,10
Field,Biohub_OPS0016,0.8836796831339597,0.7799509232242903,0.8954352522889772,0.8460973307490348,0.8880230361595749,10
Field,Biohub_OPS0017,0.8836796831339597,0.7799509232242903,0.8954352522889772,0.8460973307490348,0.8880230361595749,10
Field,Biohub_OPS0018,0.8590664533277353,0.7391783128182093,0.8765268161892891,0.8553823931142688,0.8636577481714389,10
Field,Biohub_OPS0019,0.8590664533277353,0.7391783128182093,0.8765268161892891,0.8553823931142688,0.8636577481714389,10
Field,Biohub_OPS0020,0.7369365512703856,0.4970457072942129,0.7584805267552535,0.7042428035289049,0.749406365926067,10
Field,Biohub_OPS0021,0.7369365512703856,0.4970457072942129,0.7584805267552535,0.7042428035289049,0.749406365926067,10
Field,Biohub_OPS0022,0.82087157741189,0.7413458488881588,0.8271936838825544,0.8075360163425405,0.8233594975744685,10
Field,Biohub_OPS0023,0.8351530912021796,0.7829847127199173,0.8453454191486041,0.8330884790048003,0.8393297951047619,10
Field,Biohub_OPS0025,0.8104528615872065,0.673032924781243,0.8342737483481566,0.791038721241057,0.8177344100549817,10
Field,Biohub_OPS0026,0.8766107083608707,0.767197276155154,0.8929057759543261,0.8387734473372499,0.8836001809686422,10
Field,Biohub_OPS0027,0.8452484488487244,0.6256361270944277,0.8720988959074021,0.8346330208703876,0.8597277266283829,10
Field,Biohub_OPS0028,0.7881384740273157,0.7400950508813062,0.7965568092962106,0.7831026636064053,0.792264894458155,10
Field,Biohub_OPS0029,0.6491086690376202,0.5635474847008786,0.662401450673739,0.6332095416262746,0.6555353077749412,10
Field,Biohub_OPS0030,0.6354403767734766,0.4442893773317336,0.6619287657241026,0.6144764582316081,0.6485904231046636,10
Field,Biohub_OPS0031,0.6479114920521776,0.4000226482748985,0.6627972987790902,0.6224014127627016,0.6574134895888467,10
Field,Biohub_OPS0032,0.6482989409938456,0.4510488210866848,0.668062456821402,0.6312792401139935,0.6551236061689754,10
Field,Biohub_OPS0033,0.8867198581496875,0.8271813089648882,0.9044499563674132,0.8763608002259086,0.893805723078549,10
Field,Biohub_OPS0034,0.8536912894497315,0.7134209444125493,0.8735660480956235,0.8459540992354353,0.8598761800055702,10
Field,Biohub_OPS0035,0.8402285403261582,0.7140493807693322,0.8539820924401283,0.830200259697934,0.8447732056180635,10
Field,Biohub_OPS0036,0.8524704784154892,0.7650330809255441,0.8685186430811882,0.8366634196291367,0.8607795327901839,10
Field,Biohub_OPS0037,0.8673991384605567,0.7993558888634046,0.8812201229234538,0.8590838998556136,0.8752034371097882,10
Field,Biohub_OPS0039,0.8212200245509544,0.6017487073938053,0.8358648029466471,0.8087020854776105,0.8310031258190671,10
Field,Biohub_OPS0040,0.8836796831339597,0.7799509232242903,0.8954352522889772,0.8460973307490348,0.8880230361595749,10
Field,Biohub_OPS0041,0.8196243062615395,0.7340465237696966,0.8343873808781306,0.8043949854870637,0.8274175793553392,10
Field,Biohub_OPS0042,0.8105423917373022,0.6812396029631297,0.828465968122085,0.7581424485892057,0.8156322135900459,10
Field,Biohub_OPS0043,0.5679772211238742,0.4928416968385378,0.5838324038104878,0.5290942405247027,0.5740661502401863,10
Field,Biohub_OPS0044,0.879097596804301,0.8066416084766388,0.8945391740649938,0.8700238151475786,0.8875273904763162,10
Field,Biohub_OPS0045,0.7895888889208436,0.7122017779077092,0.8030311579505602,0.7815113196149469,0.7957014626202484,10
Field,Biohub_OPS0046,0.7207583172246814,0.6530168242752552,0.7295723417152962,0.6807913577804963,0.7276213858276606,10
Field,Biohub_OPS0047,0.9502932922293742,0.7865701386006549,0.9567687208453816,0.9176311336147288,0.9544740946342548,10
